ImageName,CellType,BoxX,BoxY,BoxW,BoxH,Area,Perimeter,Circularity,AspectRatio,MeanBlue,MeanGreen,MeanRed,StdDevBlue,StdDevGreen,StdDevRed,Solidity,Extent,GroundTruth_Label,IoU_Score
BloodImage_00001.jpeg,GlobuloRosso,464,123,75,80,3845.0,275.137,0.638275,0.9375,161.738,150.628,177.578,10.836,8.05581,4.03238,0.884518,0.640833,GlobuloRosso,0.6974459724950884
BloodImage_00001.jpeg,GlobuloRosso,195,134,80,80,6082.5,340.87,0.657831,1.0,151.946,152.514,178.378,7.97299,5.4394,4.48114,0.974603,0.950391,GlobuloRosso,0.2652931854199683
BloodImage_00001.jpeg,GlobuloRosso,64,186,71,47,1397.0,335.764,0.155717,1.51064,180.191,167.136,180.573,6.81652,6.71444,4.14269,0.539382,0.418639,GlobuloRosso,0.29901433691756274
BloodImage_00001.jpeg,GlobuloRosso,351,180,75,75,4075.5,273.095,0.686692,1.0,171.611,158.6,182.944,10.0893,4.93472,3.34592,0.904862,0.724533,GlobuloRosso,0.517070406573169
BloodImage_00001.jpeg,GlobuloRosso,301,185,80,79,5388.0,334.652,0.604576,1.01266,167.976,160.724,184.629,8.63568,5.35182,3.88957,0.921341,0.852532,GlobuloRosso,0.48811787072243346
BloodImage_00001.jpeg,GlobuloRosso,172,188,80,73,4838.0,280.711,0.771539,1.09589,159.799,159.05,180.578,12.863,9.76393,8.90434,0.968763,0.828425,GlobuloRosso,0.6103678929765887
BloodImage_00001.jpeg,GlobuloRosso,562,244,41,46,1116.5,150.326,0.62087,0.891304,184.019,153.699,170.181,8.67654,7.45606,5.30706,0.922727,0.591994,GlobuloRosso,0.014239281844915647
BloodImage_00001.jpeg,GlobuloRosso,606,240,29,50,932.0,139.598,0.60099,0.58,165.984,160.929,182.851,8.03464,5.73031,4.26183,0.973877,0.642759,Rumore,0.0
BloodImage_00001.jpeg,GlobuloRosso,0,226,80,80,4269.0,360.995,0.411655,1.0,160.761,158.293,179.644,10.9935,7.89914,4.94883,0.738198,0.667031,GlobuloRosso,0.12643530694720637
BloodImage_00001.jpeg,GlobuloRosso,471,231,80,80,5993.0,303.113,0.819683,1.0,167.651,164.058,185.735,11.2754,13.535,7.47953,0.995763,0.936406,GlobuloRosso,0.5704099821746881
BloodImage_00001.jpeg,GlobuloRosso,47,250,80,80,4956.5,305.439,0.667632,1.0,158.737,156.907,179.303,11.8812,7.79592,6.09537,0.938998,0.774453,GlobuloRosso,0.26022678340749245
BloodImage_00001.jpeg,GlobuloRosso,543,266,76,80,4237.0,434.167,0.282459,0.95,170.024,156.298,175.25,9.47898,6.81739,6.38443,0.846469,0.696875,GlobuloRosso,0.0758037435482868
BloodImage_00001.jpeg,GlobuloRosso,539,266,15,46,408.0,109.799,0.425278,0.326087,173.221,158.607,182.308,6.00134,6.27496,3.00984,0.949942,0.591304,GlobuloRosso,0.06149732620320856
BloodImage_00001.jpeg,GlobuloRosso,0,282,80,80,4813.0,287.539,0.73153,1.0,163.31,162.593,180.418,13.4323,13.7239,8.3124,0.95373,0.752031,GlobuloRosso,0.026840535641190575
BloodImage_00001.jpeg,GlobuloRosso,458,297,80,80,5502.0,354.853,0.549078,1.0,156.674,157.525,183.227,11.2995,8.31407,6.79358,0.890075,0.859688,GlobuloRosso,0.8764044943820225
BloodImage_00001.jpeg,GlobuloRosso,599,302,41,80,2680.5,318.184,0.332713,0.5125,166.011,163.163,183.464,9.39792,5.94397,5.33357,0.848259,0.817226,Rumore,0.0
BloodImage_00001.jpeg,GlobuloRosso,519,336,80,69,4427.0,333.539,0.500064,1.15942,165.971,155.285,175.709,7.63751,8.70739,7.5166,0.943119,0.801993,GlobuloRosso,0.0738255033557047
BloodImage_00001.jpeg,GlobuloRosso,341,379,26,45,739.5,117.154,0.677067,0.577778,178.785,167.046,190.642,6.10439,2.74458,3.11429,0.924953,0.632051,GlobuloRosso,0.11795543905635648
BloodImage_00001.jpeg,GlobuloRosso,0,384,63,80,4224.0,257.054,0.803315,0.7875,165.989,155.43,177.177,15.6382,15.8482,10.224,0.990619,0.838095,Rumore,0.0
BloodImage_00001.jpeg,GlobuloRosso,565,451,65,29,864.0,188.51,0.305532,2.24138,181.004,165.296,185.905,8.27487,4.76788,3.50618,0.594223,0.458355,Rumore,0.0
BloodImage_00001.jpeg,GlobuloRosso,465,456,60,24,1001.5,167.841,0.446752,2.5,170.602,168.469,188.548,7.78524,4.75404,4.54316,0.797373,0.695486,GlobuloRosso,0.199048031155344
BloodImage_00003.jpeg,GlobuloBianco,147,54,173,155,17839.5,671.654,0.496937,1.11613,205.344,140.648,152.082,10.6121,19.9892,17.3142,0.863689,0.665281,GlobuloBianco,0.6643625192012289
BloodImage_00003.jpeg,Piastrina,406,464,6,10,26.0,25.3137,0.509884,0.6,164.421,145.289,177.289,4.87546,4.13526,4.59352,0.8,0.433333,Rumore,0.0
BloodImage_00003.jpeg,Piastrina,405,449,13,14,36.0,43.799,0.235822,0.928571,142.214,144.018,175.036,6.54848,5.56292,6.09146,0.476821,0.197802,Rumore,0.002135523613963039
BloodImage_00003.jpeg,Piastrina,546,447,8,10,20.0,26.9706,0.345509,0.8,145.656,121.5,155.938,11.6689,2.79508,3.4545,0.634921,0.25,GlobuloRosso,0.010735373054213635
BloodImage_00003.jpeg,Piastrina,617,444,8,6,22.0,20.4853,0.658793,1.33333,205.531,147.5,164.938,3.46396,1.85405,2.24913,0.862745,0.458333,Rumore,0.0
BloodImage_00003.jpeg,Piastrina,528,397,6,5,11.0,16.4853,0.508639,1.2,181.053,155.526,178.737,2.37251,2.11183,1.29135,0.785714,0.366667,Rumore,0.004025764895330112
BloodImage_00003.jpeg,Piastrina,533,389,7,7,14.5,19.8995,0.460144,1.0,176.708,161.5,178.667,1.51325,1.0,0.942809,0.763158,0.295918,Rumore,0.0065754159957058505
BloodImage_00003.jpeg,Piastrina,347,276,12,10,64.0,32.9706,0.739839,1.2,217.797,153.076,171.089,5.91582,4.74881,3.94965,0.914286,0.533333,Piastrina,0.11059907834101383
BloodImage_00003.jpeg,Piastrina,561,272,12,10,74.5,35.5563,0.740512,1.2,217.231,126.516,162.418,8.90496,4.74484,3.90003,0.925466,0.620833,GlobuloRosso,0.011857707509881422
BloodImage_00003.jpeg,Piastrina,352,95,8,9,47.5,27.0711,0.814503,0.888889,168.869,144.689,153.557,16.6058,13.3214,11.7968,0.95,0.659722,Rumore,0.006597031335898846
BloodImage_00003.jpeg,Piastrina,595,71,9,9,52.5,27.8995,0.847572,1.0,165.848,132.333,151.273,8.61683,10.4495,8.529,0.972222,0.648148,Rumore,0.006520164211543105
BloodImage_00003.jpeg,Piastrina,273,18,8,20,76.0,44.9706,0.472244,0.4,159.794,139.804,162.742,5.52023,4.68522,3.06385,0.835165,0.475,Rumore,0.0
BloodImage_00003.jpeg,Piastrina,294,16,6,5,11.0,16.8284,0.488108,1.2,144.45,114.95,152.3,7.24206,4.2834,5.44151,0.733333,0.366667,Rumore,0.0
BloodImage_00003.jpeg,Piastrina,592,15,8,9,23.0,30.9706,0.301328,0.888889,162.919,145.405,160.865,8.17173,6.72012,4.46707,0.560976,0.319444,Rumore,0.005795701521371649
BloodImage_00003.jpeg,Piastrina,492,12,8,6,27.5,21.8995,0.720567,1.33333,177.868,161.342,172.895,4.44955,3.47378,2.26866,0.916667,0.572917,Rumore,0.005356545028456646
BloodImage_00003.jpeg,Piastrina,499,0,8,5,15.0,18.4853,0.551631,1.6,144.917,152.667,173.083,5.95061,6.01156,3.74073,0.857143,0.375,Rumore,0.0035678447987512545
BloodImage_00003.jpeg,GlobuloRosso,0,0,80,80,5727.0,332.426,0.651247,1.0,140.742,140.789,168.356,7.59177,7.64102,3.71596,0.917641,0.894844,GlobuloRosso,0.016936337517011946
BloodImage_00003.jpeg,GlobuloRosso,332,0,77,37,1477.0,217.397,0.39272,2.08108,160.918,158.079,176.552,11.2771,9.13052,5.35118,0.90447,0.518428,Rumore,0.0
BloodImage_00003.jpeg,GlobuloRosso,123,0,80,80,3321.5,305.782,0.446397,1.0,165.801,160.183,177.91,9.13514,10.309,5.11783,0.807169,0.518984,GlobuloBianco,0.06953021362243264
BloodImage_00003.jpeg,GlobuloRosso,459,0,80,75,3166.0,377.966,0.278494,1.06667,166.58,166.177,183.376,10.9607,10.2958,7.28066,0.662551,0.527667,GlobuloRosso,0.43208576624868383
BloodImage_00003.jpeg,GlobuloRosso,546,58,30,22,394.0,85.9411,0.670354,1.36364,168.002,164.356,165.497,9.84698,9.40483,11.0412,0.950543,0.59697,GlobuloRosso,0.053127263945906784
BloodImage_00003.jpeg,GlobuloRosso,539,0,67,80,3579.5,315.439,0.452067,0.8375,161.584,158.807,179.586,12.3841,10.2943,7.43001,0.827821,0.667817,GlobuloRosso,0.33767112983300734
BloodImage_00003.jpeg,GlobuloRosso,269,0,46,56,1960.5,186.184,0.710711,0.821429,152.359,149.413,173.73,12.8556,14.3627,10.0692,0.925419,0.761064,GlobuloBianco,0.017439931756788776
BloodImage_00003.jpeg,GlobuloRosso,31,0,80,80,5702.0,327.598,0.667659,1.0,142.515,143.32,170.085,10.2497,8.20808,4.75579,0.95399,0.890938,GlobuloRosso,0.03968049471785622
BloodImage_00003.jpeg,GlobuloRosso,421,2,75,75,2567.5,436.09,0.169655,1.0,176.233,168.562,183.827,8.2795,5.28448,4.39047,0.557788,0.456444,GlobuloRosso,0.6277201205222631
BloodImage_00003.jpeg,GlobuloRosso,62,55,80,80,5473.0,353.255,0.551136,1.0,147.162,144.478,171.043,10.5356,10.3115,5.67012,0.903583,0.855156,GlobuloRosso,0.3766632548618219
BloodImage_00003.jpeg,GlobuloRosso,317,95,55,74,1067.5,286.35,0.1636,0.743243,175.386,167.053,183.349,9.60759,8.38531,8.49175,0.396177,0.262285,GlobuloRosso,0.3729155213487264
BloodImage_00003.jpeg,GlobuloRosso,32,109,80,80,5874.5,296.669,0.838757,1.0,142.274,141.521,169.877,9.55727,6.61752,4.03925,0.996861,0.917891,GlobuloRosso,0.28544122331952854
BloodImage_00003.jpeg,GlobuloRosso,324,135,80,80,2897.5,308.066,0.383659,1.0,168.472,162.822,182.489,8.13106,7.53825,5.75069,0.728107,0.452734,GlobuloRosso,0.3835704011507112
BloodImage_00003.jpeg,GlobuloRosso,399,149,80,69,3936.5,264.953,0.704663,1.15942,172.931,162.988,182.506,11.8742,12.9099,8.379,0.968985,0.713134,GlobuloRosso,0.574468085106383
BloodImage_00003.jpeg,GlobuloRosso,137,209,80,46,2036.5,304.208,0.276537,1.73913,172.765,161.933,181.144,7.32647,9.7115,5.14894,0.69612,0.553397,GlobuloRosso,0.06240713224368499
BloodImage_00003.jpeg,GlobuloRosso,41,187,80,80,4537.0,450.108,0.281414,1.0,153.523,153.53,175.156,11.7984,10.7578,5.92072,0.764448,0.708906,GlobuloRosso,0.33507488679902475
BloodImage_00003.jpeg,GlobuloRosso,209,216,80,79,3098.0,342.309,0.332243,1.01266,170.803,163.234,186.737,10.9074,9.24927,5.85055,0.786694,0.49019,GlobuloRosso,0.1885633270321361
BloodImage_00003.jpeg,GlobuloRosso,524,218,80,79,5156.5,283.439,0.806579,1.01266,180.829,165.911,182.973,13.4362,11.1306,8.16275,0.97698,0.815902,GlobuloRosso,0.6245059288537549
BloodImage_00003.jpeg,GlobuloRosso,161,239,80,80,5721.0,357.882,0.561308,1.0,165.466,164.163,185.249,16.4801,16.9311,8.9099,0.937101,0.893906,GlobuloRosso,0.1006974716652136
BloodImage_00003.jpeg,GlobuloRosso,447,246,80,80,6065.0,354.284,0.607207,1.0,152.72,155.126,183.135,6.22656,4.70545,3.98062,0.971799,0.947656,GlobuloRosso,0.3755416466056813
BloodImage_00003.jpeg,GlobuloRosso,249,263,80,78,4598.5,315.296,0.581283,1.02564,163.211,159.512,188.721,12.045,5.52212,5.26009,0.927117,0.736939,GlobuloRosso,0.45217391304347826
BloodImage_00003.jpeg,GlobuloRosso,0,294,79,58,3665.5,265.782,0.652068,1.36207,161.213,154.768,178.351,11.7488,9.01072,4.98208,0.920286,0.799978,GlobuloRosso,0.04430798868219854
BloodImage_00003.jpeg,GlobuloRosso,55,272,25,30,372.5,93.6985,0.533177,0.833333,147.029,148.438,171.538,6.92953,9.70135,5.43568,0.926617,0.496667,GlobuloRosso,0.05875440658049354
BloodImage_00003.jpeg,GlobuloRosso,320,281,80,80,3887.5,320.208,0.476448,1.0,168.815,162.737,190.478,13.0556,5.66989,6.41927,0.819111,0.607422,GlobuloRosso,0.5883476599808978
BloodImage_00003.jpeg,GlobuloRosso,149,300,73,80,4153.0,339.137,0.453755,0.9125,158.846,158.711,183.443,9.70594,6.90474,5.63281,0.847897,0.71113,GlobuloRosso,0.03216312802186252
BloodImage_00003.jpeg,GlobuloRosso,267,314,80,49,3083.5,292.811,0.451938,1.63265,160.507,163.398,191.479,8.46531,5.35157,5.24437,0.882008,0.786607,GlobuloRosso,0.2232500345160845
BloodImage_00003.jpeg,GlobuloRosso,623,361,17,49,533.5,114.527,0.511127,0.346939,155.787,153.721,177.944,8.59602,7.69191,4.27726,0.956951,0.640456,Rumore,0.0
BloodImage_00003.jpeg,GlobuloRosso,0,354,80,80,5044.0,309.823,0.660323,1.0,158.372,156.067,177.829,8.68551,9.47108,6.81678,0.912776,0.788125,GlobuloRosso,0.8454849498327759
BloodImage_00003.jpeg,GlobuloRosso,135,362,80,80,4809.0,333.882,0.542098,1.0,158.319,158.156,185.257,7.90119,5.43582,4.22762,0.833955,0.751406,GlobuloRosso,0.14418179443646337
BloodImage_00003.jpeg,GlobuloRosso,43,386,80,80,4632.0,320.225,0.567632,1.0,156.174,151.91,176.947,13.4831,9.63378,7.63869,0.862811,0.72375,GlobuloRosso,0.4197050721114892
BloodImage_00003.jpeg,GlobuloRosso,372,412,80,66,3350.5,306.752,0.447449,1.21212,169.448,165.092,191.017,13.2575,9.20218,10.5641,0.807447,0.634564,GlobuloRosso,0.22004372663798574
BloodImage_00003.jpeg,GlobuloRosso,490,450,24,30,362.0,90.7696,0.552126,0.8,171.27,172.764,190.047,3.62015,2.0189,2.43328,0.89604,0.502778,Rumore,0.0
BloodImage_00003.jpeg,GlobuloRosso,519,418,29,62,1573.0,178.142,0.622881,0.467742,155.672,156.254,182.095,6.32864,7.67369,4.79859,0.94759,0.874861,GlobuloRosso,0.22695317681390104
BloodImage_00003.jpeg,GlobuloRosso,78,435,80,45,3476.0,246.0,0.721804,1.77778,148.172,147.828,176.112,6.94838,3.85049,3.37032,1.0,0.965556,GlobuloRosso,0.31422960185681126
BloodImage_00004.jpeg,GlobuloBianco,137,154,180,157,17422.5,677.595,0.476848,1.1465,211.417,141.672,157.498,11.1488,21.8945,19.6903,0.893255,0.616507,GlobuloBianco,0.7028976495460764
BloodImage_00004.jpeg,Piastrina,475,466,10,7,21.0,31.799,0.260977,1.42857,192.257,192.486,189.486,4.89515,3.16563,4.0944,0.5,0.3,Rumore,0.0016384489350081922
BloodImage_00004.jpeg,Piastrina,88,431,9,7,42.5,26.2426,0.775503,1.28571,178.268,182.393,177.411,4.05978,4.38617,4.49117,0.965909,0.674603,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,114,422,10,9,57.0,29.3137,0.833572,1.11111,172.549,178.817,176.338,8.33251,6.87168,7.15609,0.95,0.633333,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,380,409,2,9,7.5,17.4142,0.310787,0.222222,138.529,135.176,175.059,10.4719,3.51861,5.94554,1.0,0.416667,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,350,371,8,9,23.0,24.9706,0.463533,0.888889,176.088,152.794,180.471,4.23131,2.06909,2.61484,0.867925,0.319444,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,345,354,7,15,38.0,38.9706,0.314427,0.466667,164.607,152.839,177.286,13.231,6.69962,9.05679,0.617886,0.361905,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,331,351,10,11,28.5,35.5563,0.283283,0.909091,166.689,151.956,180.422,11.0269,7.39957,9.34164,0.508929,0.259091,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,421,324,9,7,46.0,27.6569,0.755722,1.28571,181.583,185.133,180.483,6.07808,5.51805,5.51208,0.978723,0.730159,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,487,291,5,7,15.5,17.0711,0.668375,0.714286,153.5,158.333,177.0,7.45542,6.98013,5.74456,0.861111,0.442857,Rumore,0.004392570281124498
BloodImage_00004.jpeg,Piastrina,466,237,6,6,7.0,19.3137,0.235818,1.0,166.938,143.875,171.75,3.2494,0.927025,1.67705,0.518519,0.194444,Rumore,0.0007501875468867217
BloodImage_00004.jpeg,Piastrina,0,230,7,26,106.0,57.3137,0.405507,0.269231,171.545,159.015,174.851,4.50972,2.94979,2.73045,0.921739,0.582418,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,517,218,13,15,81.0,42.6274,0.560166,0.866667,162.31,123.83,157.26,10.8348,3.57786,5.80968,0.875676,0.415385,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,352,210,11,15,37.5,38.0416,0.325629,0.733333,165.093,123.519,157.722,7.9635,3.21881,3.75853,0.641026,0.227273,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,637,179,3,9,9.0,17.6569,0.362765,0.333333,154.556,164.222,178.5,4.11261,5.81717,4.33654,0.857143,0.333333,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,592,65,7,8,12.0,21.3137,0.33195,0.875,137.545,116.273,151.909,9.25265,2.21937,5.45985,0.585366,0.214286,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,136,64,11,13,96.5,37.5563,0.859747,0.846154,189.412,159.807,163.096,7.9138,5.39798,5.68928,0.965,0.674825,Piastrina,0.11683006535947713
BloodImage_00004.jpeg,GlobuloRosso,0,0,80,80,4883.0,453.823,0.297936,1.0,154.545,148.328,172.487,13.5538,11.5983,5.71094,0.782407,0.762969,GlobuloRosso,0.2443024697244207
BloodImage_00004.jpeg,GlobuloRosso,239,0,80,80,5192.0,327.456,0.60847,1.0,153.506,152.807,177.595,7.0859,7.78831,3.99083,0.906583,0.81125,GlobuloRosso,0.09752995515094719
BloodImage_00004.jpeg,GlobuloRosso,213,0,53,63,2753.5,211.497,0.773543,0.84127,157.953,154.398,177.04,7.99138,9.22693,5.54918,0.988689,0.824648,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,552,0,80,80,4735.0,295.054,0.683482,1.0,154.203,145.223,175.519,19.8185,10.5517,11.2648,0.960154,0.739844,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,490,0,80,80,6231.0,313.657,0.795899,1.0,143.232,144.264,175.935,13.1454,6.04196,7.36465,0.99984,0.973594,GlobuloRosso,0.026313115919943106
BloodImage_00004.jpeg,GlobuloRosso,32,20,80,80,4640.5,320.267,0.568526,1.0,163.532,157.082,176.699,14.2326,16.2198,8.85143,0.855076,0.725078,GlobuloRosso,0.31264460315863596
BloodImage_00004.jpeg,GlobuloRosso,102,25,36,40,650.0,123.397,0.536431,0.9,172.286,166.429,179.408,5.34567,5.13379,3.13838,0.933908,0.451389,GlobuloRosso,0.19712890335947905
BloodImage_00004.jpeg,GlobuloRosso,572,32,68,79,4449.0,258.368,0.837522,0.860759,152.698,144.217,174.501,15.6648,9.51998,8.74603,0.988118,0.828183,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,420,38,79,80,5232.5,325.154,0.621928,0.9875,156.472,159.869,181.969,14.1001,12.4423,6.41323,0.894444,0.827927,GlobuloRosso,0.2564935064935065
BloodImage_00004.jpeg,GlobuloRosso,5,78,80,80,5814.0,371.397,0.529673,1.0,149.675,146.874,171.862,11.7308,8.62826,4.52316,0.931581,0.908438,GlobuloRosso,0.5051512130275839
BloodImage_00004.jpeg,GlobuloRosso,369,105,80,80,5330.5,416.894,0.385412,1.0,162.34,158.148,179.763,11.065,8.06449,5.12224,0.85411,0.832891,GlobuloRosso,0.17711489163365182
BloodImage_00004.jpeg,GlobuloRosso,537,131,57,80,2826.0,313.681,0.360915,0.7125,168.915,157.759,179.922,15.0409,11.9131,7.08262,0.729761,0.619737,GlobuloRosso,0.41081081081081083
BloodImage_00004.jpeg,GlobuloRosso,58,207,35,17,348.0,93.4558,0.500698,2.05882,179.367,170.388,183.691,6.79644,4.10172,2.91795,0.843636,0.584874,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,13,144,80,80,3648.0,433.019,0.244484,1.0,164.674,157.049,176.866,12.257,13.7615,7.21934,0.69163,0.57,GlobuloRosso,0.31313424180922006
BloodImage_00004.jpeg,GlobuloRosso,501,168,80,80,5625.5,313.296,0.720211,1.0,159.42,153.145,178.308,15.8091,12.4998,11.0302,0.971589,0.878984,GlobuloRosso,0.15396353706529595
BloodImage_00004.jpeg,GlobuloRosso,15,187,65,80,2174.5,340.492,0.235697,0.8125,170.999,168.081,182.258,10.6407,9.60706,5.46411,0.56305,0.418173,GlobuloRosso,0.044133078205049074
BloodImage_00004.jpeg,GlobuloRosso,306,200,72,62,2738.0,267.054,0.482443,1.16129,160.973,160.233,183.084,14.0649,15.127,13.4373,0.811861,0.613351,GlobuloBianco,0.025623952425780083
