ImageName,CellType,BoxX,BoxY,BoxW,BoxH,Area,Perimeter,Circularity,AspectRatio,MeanBlue,MeanGreen,MeanRed,MeanValue,MinValue,MaxValue,MeanSaturation,MinSat,MaxSat,TextureValue,TextureSat,TextureLaplacian,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,GroundTruth_Label,Target
BloodImage_00005.jpeg,GlobuloRosso,430,55,76,80,4815.0,268.995,0.836215,0.95,171.852,156.26,177.467,178.376,164,204,31.9451,10,66,6.05349,7.18225,3.18824,0.786662,3.22356,3.85102,6.39581,-14.3771,-8.09914,-11.5192,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,0,76,80,80,6060.0,314.627,0.769289,1.0,175.532,170.14,182.483,183.433,164,205,20.8209,0,45,6.76295,9.73167,3.13499,0.779016,4.73422,5.84548,6.70524,13.0997,9.61078,-13.1679,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,529,100,80,80,4914.0,293.74,0.715679,1.0,151.193,152.338,180.693,180.717,157,255,45.5501,11,69,6.93932,10.1297,3.39153,0.742961,2.48135,2.96515,5.08663,-9.1812,-6.34982,-9.39589,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,51,109,80,80,4850.0,361.681,0.465907,1.0,175.411,170.448,184.533,184.942,164,210,22.1907,0,41,6.39831,7.17846,3.53484,0.765336,3.165,3.90024,4.99736,9.9765,6.58803,-9.46591,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,245,168,80,80,4130.5,410.066,0.308677,1.0,165.944,158.871,185.79,186.017,170,255,39.0412,13,64,6.278,8.43625,3.94713,0.684617,2.92746,3.20579,3.37139,6.86682,4.83672,6.7658,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,191,174,80,80,5993.0,307.113,0.79847,1.0,157.096,153.204,181.899,182.184,162,255,43.5764,12,76,7.07507,7.36429,4.05258,0.784406,5.75161,4.38152,5.8026,-10.8988,-8.69454,-11.7564,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,410,187,80,80,6167.5,309.556,0.808797,1.0,158.049,157.324,183.514,183.604,173,223,40.6575,19,68,4.67457,5.91745,2.6979,0.780622,4.62238,4.99922,6.3839,12.0755,-8.69513,13.8197,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,122,213,80,80,5744.5,300.326,0.800344,1.0,161.179,154.52,179.467,179.998,155,255,38.3426,8,68,7.54924,7.60339,4.39919,0.780723,3.07268,4.47196,7.04964,12.8737,9.05387,13.109,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,62,238,80,80,5188.5,357.782,0.509349,1.0,166.242,156.964,179.14,179.895,155,203,33.7674,7,68,5.34929,8.27708,3.48108,0.740135,2.94605,4.04666,4.33104,-8.73567,6.27979,-8.62029,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,9,243,80,80,3763.5,350.267,0.385481,1.0,173.17,168.532,185.102,185.299,166,216,26.4706,4,53,8.33885,8.34372,3.77975,0.625778,2.02973,2.25884,3.29914,6.08185,4.43102,6.96346,GlobuloRosso,1
BloodImage_00005.jpeg,GlobuloRosso,495,376,59,80,3381.5,252.811,0.664855,0.7375,165.193,160.744,186.584,186.753,172,199,38.2571,8,62,3.79393,8.30209,2.87465,0.733571,2.58211,2.77737,3.96086,7.34126,5.35623,7.97757,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloBianco,129,197,152,145,15130.5,619.026,0.496186,1.04828,207.21,140.364,151.894,207.21,181,240,81.737,11,129,8.83644,25.2205,4.05121,0.773924,3.67823,3.60247,4.99237,10.095,-7.30736,-9.29519,GlobuloBianco,0
BloodImage_00006.jpeg,Piastrina,74,213,21,19,275.0,63.1127,0.867579,1.10526,196.36,158.036,160.551,196.36,180,210,50.9901,28,83,7.58577,14.1709,4.46275,0.785889,3.29404,3.5939,5.79654,10.5174,7.55421,-10.9686,Piastrina,2
BloodImage_00006.jpeg,Piastrina,99,186,20,29,466.0,85.799,0.795484,0.689655,195.321,148.945,151.83,195.321,175,208,61.4576,26,94,7.03031,18.7143,3.67152,0.753985,2.34395,3.71056,5.03556,-9.43344,-6.21339,9.89183,Piastrina,2
BloodImage_00006.jpeg,Piastrina,339,0,25,20,375.5,76.0416,0.81605,1.25,191.842,161.491,153.277,191.842,177,204,51.0195,28,79,5.25753,13.3272,4.16956,0.774142,2.97223,3.3154,5.17501,-9.56979,-7.07677,-9.57166,Piastrina,2
BloodImage_00006.jpeg,GlobuloRosso,523,4,80,76,2888.0,467.22,0.166251,1.05263,180.164,169.936,183.713,185.123,148,211,21.1226,0,44,8.7906,6.91971,4.29817,0.384838,2.87864,2.81817,2.714,5.72597,-4.1777,-5.56456,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,523,32,76,74,2419.0,325.622,0.286693,1.02703,172.995,166.561,179.842,180.087,146,197,19.9856,3,41,11.6518,5.95985,3.20017,0.559152,1.9405,2.00407,2.60939,5.79294,-4.33741,4.91998,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,28,75,80,80,6125.5,306.042,0.821846,1.0,148.489,144.294,172.059,172.241,158,225,44.2345,0,73,6.50389,7.60739,3.11387,0.782285,4.31238,5.77446,7.71487,-14.6129,-10.3309,14.6073,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,284,92,76,76,3160.5,289.296,0.474547,1.0,172.657,162.071,184.476,186.319,168,219,34.6098,11,90,7.30852,12.7884,3.03241,0.695372,3.92289,2.54731,3.64948,-7.49077,6.08127,6.75509,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,140,130,80,70,4097.0,274.711,0.68222,1.14286,157.844,142.372,174.914,176.171,158,204,49.1415,15,87,6.59987,7.61837,3.02942,0.738367,2.56741,2.8559,4.43673,-8.17157,-6.08007,-8.32064,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,505,150,80,80,5307.0,341.539,0.571713,1.0,168.097,162.683,184.365,184.691,171,219,33.2348,15,58,6.57686,6.86835,3.08595,0.762619,2.67081,4.46703,5.34854,10.2614,6.75723,-11.0739,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,86,157,80,80,3354.0,330.995,0.384707,1.0,164.904,148.365,168.61,178.868,164,210,44.2878,4,94,10.7831,16.3453,3.13226,0.663378,1.83439,2.86745,3.26277,6.33315,4.18,-7.13815,Piastrina,2
BloodImage_00006.jpeg,GlobuloRosso,381,163,68,69,4082.5,248.326,0.83194,0.985507,165.399,163.227,184.181,184.28,169,215,32.2326,4,57,6.0067,6.49739,3.09086,0.788067,4.77236,4.07633,5.72139,-11.6017,-8.10833,-10.6226,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,493,243,71,70,4277.5,255.983,0.820311,1.01429,155.702,155.113,181.514,181.514,172,196,40.156,16,58,4.46645,8.06706,2.47098,0.781486,3.46308,3.69088,5.93905,-10.8281,8.64734,-11.0235,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,298,307,67,65,3809.5,238.326,0.842821,1.03077,168.498,157.87,188.528,189.821,180,214,45.5043,20,75,4.21492,6.10236,2.96016,0.78822,4.16029,4.2336,5.80592,11.0791,-8.6142,10.9067,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,493,334,63,66,2383.0,279.764,0.382603,0.954545,180.673,160.609,185.65,190.411,172,220,40.4633,10,99,6.45698,14.0045,3.57674,0.715734,3.25918,3.01603,3.98167,-7.63052,-5.63174,7.63156,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,369,379,76,78,5120.5,275.296,0.849026,0.974359,160.184,160.148,190.565,190.565,175,202,43.9453,16,58,3.81352,6.46357,2.77201,0.789335,5.81281,4.11621,5.82107,10.8246,-8.75873,11.2036,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,76,394,78,75,3357.0,346.794,0.350767,1.04,168.797,160.529,184.416,184.57,152,205,34.7911,4,52,6.77001,7.75017,4.38574,0.722506,3.93208,2.77174,4.4461,8.2645,6.41724,-8.15921,GlobuloRosso,1
BloodImage_00006.jpeg,GlobuloRosso,570,401,70,79,5354.5,289.899,0.800634,0.886076,157.958,153.103,183.788,183.952,171,209,44.6554,21,63,4.32195,5.47201,2.7263,0.776471,3.37622,6.27134,7.50624,14.4393,-9.69622,-14.762,GlobuloRosso,1
BloodImage_00008.jpeg,GlobuloBianco,59,185,210,197,27947.5,846.164,0.490506,1.06599,212.384,129.2,154.196,212.384,173,246,99.371,13,170,10.2696,29.1045,4.80929,0.782033,3.45034,3.92668,6.23717,-11.5253,-8.35201,-11.4253,GlobuloBianco,0
BloodImage_00008.jpeg,GlobuloRosso,0,0,80,68,4682.5,282.468,0.737478,1.17647,154.1,146.716,170.79,171.318,141,255,40.703,3,108,8.10557,11.8695,3.92879,0.779673,3.04891,3.78886,5.76106,-10.7123,-7.29434,-10.6635,GlobuloRosso,1
BloodImage_00008.jpeg,GlobuloRosso,459,0,80,79,5335.0,287.054,0.813613,1.01266,144.861,146.012,176.434,176.434,159,245,50.2499,14,104,5.89545,9.52452,3.45957,0.776641,3.17764,3.42186,5.55304,-10.7263,7.19313,-10.0499,GlobuloRosso,1
BloodImage_00008.jpeg,GlobuloRosso,219,27,80,69,4034.0,270.569,0.692454,1.15942,161.081,153.566,178.552,179.125,167,210,38.9459,11,56,7.1123,7.57158,3.21581,0.744098,2.51496,2.98347,4.46314,8.1865,5.83166,9.98775,GlobuloRosso,1
BloodImage_00008.jpeg,GlobuloRosso,380,57,63,61,3357.5,227.012,0.818705,1.03279,164.634,151.504,180.2,181.414,152,255,43.7631,16,99,11.5192,9.3769,3.89751,0.783159,3.66906,3.82982,5.80803,-10.7056,8.35008,-10.8856,GlobuloRosso,1
BloodImage_00008.jpeg,GlobuloRosso,128,70,80,80,5867.0,328.083,0.684948,1.0,152.356,149.882,176.448,176.549,166,192,41.518,17,66,3.96708,8.62095,2.51883,0.765565,4.18364,4.36181,5.45135,-11.4448,7.88881,10.3594,GlobuloRosso,1
BloodImage_00008.jpeg,GlobuloRosso,0,174,71,77,4497.0,270.569,0.77193,0.922078,156.408,140.293,171.802,172.816,156,207,48.3338,6,79,5.79245,7.30451,2.86482,0.767902,2.84862,3.47237,6.46226,-11.971,7.99548,11.4483,GlobuloRosso,1
BloodImage_00008.jpeg,GlobuloRosso,432,233,77,76,4943.0,272.711,0.835211,1.01316,157.431,151.23,180.739,181.4,138,255,46.2501,21,86,11.7511,9.36866,4.65429,0.789938,4.36723,4.30637,5.7832,10.8373,7.97499,-11.5164,GlobuloRosso,1
BloodImage_00008.jpeg,GlobuloRosso,558,263,80,80,4034.0,370.51,0.369272,1.0,160.787,156.735,182.851,182.944,173,203,39.1191,17,63,4.86966,8.48541,2.96737,0.674964,2.50775,2.49529,4.24954,-9.61846,5.84735,7.62198,GlobuloRosso,1
BloodImage_00008.jpeg,GlobuloRosso,270,412,80,60,3330.5,308.267,0.440418,1.33333,161.197,163.45,191.607,191.757,181,207,44.152,25,59,3.23959,6.01973,2.75388,0.676386,2.25165,2.90244,3.58417,7.15273,-5.26324,6.88244,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloBianco,29,219,223,185,18547.5,784.708,0.378512,1.20541,209.532,144.097,157.495,209.532,168,247,79.112,10,133,11.1178,22.8553,4.46169,0.617782,1.95845,2.5871,3.26664,6.59471,5.20326,-6.23075,GlobuloBianco,0
BloodImage_00009.jpeg,Piastrina,465,421,15,18,185.0,52.6274,0.839378,0.833333,202.608,166.775,167.809,202.608,190,213,45.3828,29,64,4.98122,9.71246,4.01977,0.774349,2.8392,3.42304,5.17593,-10.1763,-8.39476,9.4842,Piastrina,2
BloodImage_00009.jpeg,GlobuloRosso,0,0,80,80,5852.5,300.184,0.816163,1.0,138.855,138.5,166.797,166.797,152,196,47.2551,17,67,4.22174,6.4725,2.998,0.778912,3.35573,3.78999,6.18497,11.2859,-7.91261,11.3677,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,299,0,80,62,4068.5,271.497,0.693606,1.29032,148.483,147.54,174.094,174.183,145,255,45.3337,16,91,9.54854,9.32362,4.36392,0.745739,2.38113,3.22615,4.85639,8.93315,6.05378,-9.30851,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,428,0,80,80,2934.0,359.823,0.284768,1.0,159.605,157.297,179.575,179.77,167,201,36.611,8,64,5.47951,9.89475,3.15789,0.596138,2.66898,2.03832,3.14714,-5.7798,-4.9806,-6.1273,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,183,46,80,80,6149.0,311.799,0.794813,1.0,143.485,145.733,174.425,174.425,160,194,48.0438,19,65,5.10499,6.8303,2.53039,0.780615,4.60932,4.86727,6.35307,11.9634,-8.65827,13.5432,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,224,85,80,80,3519.5,426.007,0.243701,1.0,161.881,159.545,182.389,182.536,170,197,35.5362,12,60,5.47057,9.93314,2.93081,0.556903,1.85167,2.09527,2.66331,5.09187,3.59369,-5.38886,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,473,89,80,80,4721.5,341.38,0.509113,1.0,166.315,159.028,182.292,182.619,168,211,34.3927,13,57,5.05401,7.0856,2.99844,0.770251,3.22869,3.62351,6.26773,-11.6346,-7.95266,11.247,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,43,95,76,80,4717.5,284.468,0.73258,0.95,166.723,159.329,177.672,179.101,162,239,30.2061,12,71,6.50921,7.94817,3.71238,0.755152,2.67308,3.14504,5.22467,9.42026,6.70053,10.0677,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,320,118,80,80,5971.0,332.912,0.677016,1.0,155.532,154.475,180.92,180.96,165,211,41.108,17,65,4.37759,7.11493,2.77646,0.779021,4.96387,4.32717,5.50234,-10.4176,-8.01726,-11.7315,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,267,122,80,80,4706.5,375.095,0.420363,1.0,161.631,160.362,184.6,184.649,173,197,36.4545,15,58,3.43637,8.29399,2.83196,0.719419,3.0531,4.44816,4.43943,-8.96488,-6.75824,-9.13517,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,213,134,80,60,2102.0,421.421,0.148734,1.33333,169.754,167.219,186.329,186.338,173,195,28.2961,12,50,4.04561,6.69124,2.77608,0.475732,1.68883,2.22204,2.40896,5.20946,3.38512,-4.74908,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,488,148,80,80,5592.0,317.397,0.697544,1.0,158.905,153.342,180.93,181.104,171,197,41.557,18,60,4.52703,7.68957,2.83456,0.776548,3.08568,5.06669,6.05161,11.8951,7.64098,11.6791,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,359,171,80,80,4626.5,428.409,0.316771,1.0,161.319,156.785,182.9,183.197,170,213,39.0487,8,59,5.25096,6.88639,2.77619,0.666378,2.32007,2.74729,4.32314,-8.29591,-5.71533,-7.88942,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,316,232,65,65,3279.5,231.782,0.767112,1.0,158.562,155.257,181.667,181.716,160,238,39.8866,16,75,9.27232,7.56889,4.62431,0.776363,2.72843,3.84233,5.4734,10.3161,7.531,-10.2521,GlobuloRosso,1
BloodImage_00009.jpeg,GlobuloRosso,335,331,65,65,3135.0,232.368,0.72962,1.0,171.05,164.898,191.862,191.949,169,213,37.3286,22,50,4.29025,4.20667,3.08699,0.770868,2.85735,3.37401,5.01641,9.23397,6.68851,-9.71633,GlobuloRosso,1
