ImageName,CellType,BoxX,BoxY,BoxW,BoxH,Area,Perimeter,Circularity,AspectRatio,MeanBlue,MeanGreen,MeanRed,GroundTruth_Label,IoU_Score
BloodImage_00001.jpeg,GlobuloRosso,466,0,80,66,4720.5,277.698,0.76922,1.21212,151.912,151.139,179.185,Rumore,0.0002836275969651847
BloodImage_00001.jpeg,GlobuloRosso,163,0,80,80,5537.5,305.698,0.744624,1.0,151.228,147.663,173.517,GlobuloRosso,0.5984848484848485
BloodImage_00001.jpeg,GlobuloRosso,551,13,53,67,2128.0,223.397,0.53583,0.791045,157.863,154.452,175.214,GlobuloRosso,0.08350840336134453
BloodImage_00001.jpeg,GlobuloRosso,524,0,45,65,2321.5,202.184,0.713651,0.692308,160.403,156.388,180.451,Rumore,0.0061643835616438354
BloodImage_00001.jpeg,GlobuloRosso,322,0,75,80,5096.5,315.154,0.644815,0.9375,157.284,151.426,177.119,GlobuloRosso,0.6273408239700374
BloodImage_00001.jpeg,GlobuloRosso,136,24,80,80,5427.5,299.012,0.762837,1.0,149.391,145.982,172.403,GlobuloRosso,0.5269994433104472
BloodImage_00001.jpeg,GlobuloRosso,401,45,28,66,1117.0,186.225,0.404748,0.424242,180.454,167.886,185.263,GlobuloRosso,0.16019417475728157
BloodImage_00001.jpeg,GlobuloRosso,377,31,20,56,899.5,147.698,0.518154,0.357143,169.538,161.382,180.995,GlobuloRosso,0.09979770734996629
BloodImage_00001.jpeg,GlobuloRosso,291,75,80,57,3338.5,363.782,0.317015,1.40351,168.263,160.807,181.142,GlobuloRosso,0.36064536539069914
BloodImage_00001.jpeg,GlobuloRosso,291,52,80,19,1044.0,192.627,0.353569,4.21053,158.164,153.627,176.74,GlobuloRosso,0.155612589490747
BloodImage_00001.jpeg,GlobuloRosso,0,66,80,80,5985.5,336.385,0.664718,1.0,145.4,141.812,168.702,GlobuloRosso,0.5137376036416843
BloodImage_00001.jpeg,GlobuloRosso,559,68,80,80,4901.0,308.024,0.649119,1.0,163.096,159.156,179.29,GlobuloRosso,0.6793867872504687
BloodImage_00001.jpeg,GlobuloRosso,475,100,80,51,1435.0,316.108,0.180464,1.56863,173.663,162.295,181.575,GlobuloRosso,0.3823497911534754
BloodImage_00001.jpeg,GlobuloRosso,238,78,80,80,5104.5,307.296,0.679279,1.0,166.981,160.194,181.407,GlobuloRosso,0.1279317697228145
BloodImage_00001.jpeg,GlobuloRosso,333,92,80,71,4012.5,333.238,0.454064,1.12676,167.732,160.915,181.437,GlobuloRosso,0.4019892884468248
BloodImage_00001.jpeg,GlobuloRosso,464,123,75,80,3845.0,275.137,0.638275,0.9375,161.738,150.628,177.578,GlobuloRosso,0.6974459724950884
BloodImage_00001.jpeg,GlobuloRosso,195,134,80,80,6082.5,340.87,0.657831,1.0,151.946,152.514,178.378,GlobuloRosso,0.2652931854199683
BloodImage_00001.jpeg,GlobuloRosso,64,186,71,47,1397.0,335.764,0.155717,1.51064,180.191,167.136,180.573,GlobuloRosso,0.29901433691756274
BloodImage_00001.jpeg,GlobuloRosso,351,180,75,75,4075.5,273.095,0.686692,1.0,171.611,158.6,182.944,GlobuloRosso,0.517070406573169
BloodImage_00001.jpeg,GlobuloRosso,301,185,80,79,5388.0,334.652,0.604576,1.01266,167.976,160.724,184.629,GlobuloRosso,0.48811787072243346
BloodImage_00001.jpeg,GlobuloRosso,172,188,80,73,4838.0,280.711,0.771539,1.09589,159.799,159.05,180.578,GlobuloRosso,0.6103678929765887
BloodImage_00001.jpeg,GlobuloRosso,562,244,41,46,1116.5,150.326,0.62087,0.891304,184.019,153.699,170.181,GlobuloRosso,0.014239281844915647
BloodImage_00001.jpeg,GlobuloRosso,606,240,29,50,932.0,139.598,0.60099,0.58,165.984,160.929,182.851,Rumore,0.0
BloodImage_00001.jpeg,GlobuloRosso,0,226,80,80,4269.0,360.995,0.411655,1.0,160.761,158.293,179.644,GlobuloRosso,0.12643530694720637
BloodImage_00001.jpeg,GlobuloRosso,471,231,80,80,5993.0,303.113,0.819683,1.0,167.651,164.058,185.735,GlobuloRosso,0.5704099821746881
BloodImage_00001.jpeg,GlobuloRosso,47,250,80,80,4956.5,305.439,0.667632,1.0,158.737,156.907,179.303,GlobuloRosso,0.26022678340749245
BloodImage_00001.jpeg,GlobuloRosso,543,266,76,80,4237.0,434.167,0.282459,0.95,170.024,156.298,175.25,GlobuloRosso,0.0758037435482868
BloodImage_00001.jpeg,GlobuloRosso,539,266,15,46,408.0,109.799,0.425278,0.326087,173.221,158.607,182.308,GlobuloRosso,0.06149732620320856
BloodImage_00001.jpeg,GlobuloRosso,0,282,80,80,4813.0,287.539,0.73153,1.0,163.31,162.593,180.418,GlobuloRosso,0.026840535641190575
BloodImage_00001.jpeg,GlobuloRosso,458,297,80,80,5502.0,354.853,0.549078,1.0,156.674,157.525,183.227,GlobuloRosso,0.8764044943820225
BloodImage_00001.jpeg,GlobuloRosso,599,302,41,80,2680.5,318.184,0.332713,0.5125,166.011,163.163,183.464,Rumore,0.0
BloodImage_00001.jpeg,GlobuloRosso,519,336,80,69,4427.0,333.539,0.500064,1.15942,165.971,155.285,175.709,GlobuloRosso,0.0738255033557047
BloodImage_00001.jpeg,GlobuloRosso,341,379,26,45,739.5,117.154,0.677067,0.577778,178.785,167.046,190.642,GlobuloRosso,0.11795543905635648
BloodImage_00001.jpeg,GlobuloRosso,0,384,63,80,4224.0,257.054,0.803315,0.7875,165.989,155.43,177.177,Rumore,0.0
BloodImage_00001.jpeg,GlobuloRosso,565,451,65,29,864.0,188.51,0.305532,2.24138,181.004,165.296,185.905,Rumore,0.0
BloodImage_00001.jpeg,GlobuloRosso,465,456,60,24,1001.5,167.841,0.446752,2.5,170.602,168.469,188.548,GlobuloRosso,0.199048031155344
BloodImage_00003.jpeg,GlobuloBianco,147,54,173,155,17839.5,671.654,0.496937,1.11613,205.344,140.648,152.082,GlobuloBianco,0.6643625192012289
BloodImage_00003.jpeg,Piastrina,402,448,17,27,126.5,106.811,0.139337,0.62963,153.006,147.047,177.081,Rumore,0.004103967168262654
BloodImage_00003.jpeg,Piastrina,546,446,10,11,34.5,32.3848,0.413378,0.909091,147.143,123.653,157.878,GlobuloRosso,0.014761137949543746
BloodImage_00003.jpeg,Piastrina,556,445,7,6,5.5,21.0711,0.155668,1.16667,138.0,144.875,176.125,Rumore,0.005636070853462158
BloodImage_00003.jpeg,Piastrina,611,439,14,12,66.0,42.9706,0.449171,1.16667,204.535,151.105,165.744,Rumore,0.0
BloodImage_00003.jpeg,Piastrina,416,437,8,7,26.0,22.4853,0.646229,1.14286,173.243,151.135,184.649,Rumore,0.004659289458357601
BloodImage_00003.jpeg,Piastrina,115,423,9,7,17.5,34.7279,0.182344,1.28571,143.088,128.0,156.471,Rumore,0.005664448840136666
BloodImage_00003.jpeg,Piastrina,49,398,6,11,16.0,30.1421,0.2213,0.545455,146.0,143.433,167.0,Rumore,0.008924949290060852
BloodImage_00003.jpeg,Piastrina,375,389,8,7,28.0,21.3137,0.774551,1.14286,188.947,156.053,159.789,Rumore,0.004659289458357601
BloodImage_00003.jpeg,Piastrina,526,385,17,20,98.5,59.3553,0.351339,0.85,179.387,161.024,180.831,GlobuloRosso,0.045625335480407946
BloodImage_00003.jpeg,Piastrina,224,325,5,8,7.5,19.8995,0.238006,0.625,161.118,150.0,179.588,Rumore,0.002898550724637681
BloodImage_00003.jpeg,Piastrina,427,323,3,7,10.5,16.2426,0.500133,0.428571,134.526,148.526,166.737,Rumore,0.001276130286825474
BloodImage_00003.jpeg,Piastrina,242,316,3,11,16.0,21.6569,0.428686,0.272727,132.444,135.296,167.074,Rumore,0.002391304347826087
BloodImage_00003.jpeg,Piastrina,347,276,13,11,87.5,37.5563,0.779563,1.18182,216.61,155.4,171.514,Piastrina,0.13179723502304147
BloodImage_00003.jpeg,Piastrina,559,271,14,12,109.0,42.1421,0.771264,1.16667,212.69,129.426,162.318,GlobuloRosso,0.016600790513833993
BloodImage_00003.jpeg,Piastrina,514,220,5,4,5.0,11.6569,0.462399,1.25,185.636,165.091,180.727,Rumore,0.001976284584980237
BloodImage_00003.jpeg,Piastrina,327,131,4,8,9.0,20.4853,0.269506,0.5,183.526,154.684,178.947,Rumore,0.0029320139270661537
BloodImage_00003.jpeg,Piastrina,352,95,9,10,54.5,30.7279,0.725337,0.9,170.319,147.594,156.188,Rumore,0.008246289169873557
BloodImage_00003.jpeg,Piastrina,5,76,3,4,5.0,8.82843,0.806145,0.75,140.9,140.3,157.1,Rumore,0.0
BloodImage_00003.jpeg,Piastrina,594,70,11,10,65.0,32.1421,0.790631,1.1,166.875,135.825,153.925,Rumore,0.008854543990984464
BloodImage_00003.jpeg,Piastrina,477,56,7,7,15.0,19.3137,0.505324,1.0,181.583,152.458,182.875,Rumore,0.005468139716549492
BloodImage_00003.jpeg,Piastrina,272,17,10,21,116.0,50.9706,0.561085,0.47619,159.1,141.136,163.907,Rumore,0.0
BloodImage_00003.jpeg,Piastrina,591,15,9,9,38.0,34.9706,0.39047,1.0,163.759,148.519,163.37,Rumore,0.006520164211543105
BloodImage_00003.jpeg,Piastrina,292,14,9,8,29.0,28.1421,0.460144,1.125,150.452,120.929,159.881,Rumore,0.0
BloodImage_00003.jpeg,Piastrina,491,11,10,8,48.5,26.7279,0.853142,1.25,177.656,163.262,174.689,Rumore,0.008927575047427742
BloodImage_00003.jpeg,Piastrina,498,0,10,5,21.5,21.8995,0.563352,2.0,145.469,153.844,174.0,Rumore,0.004458811726674841
BloodImage_00003.jpeg,Piastrina,404,0,6,3,5.0,13.6569,0.336883,2.0,161.667,163.333,171.083,Rumore,0.0
BloodImage_00003.jpeg,GlobuloRosso,0,0,80,80,5727.0,332.426,0.651247,1.0,140.742,140.789,168.356,GlobuloRosso,0.016936337517011946
BloodImage_00003.jpeg,GlobuloRosso,332,0,77,37,1477.0,217.397,0.39272,2.08108,160.918,158.079,176.552,Rumore,0.0
BloodImage_00003.jpeg,GlobuloRosso,123,0,80,80,3321.5,305.782,0.446397,1.0,165.801,160.183,177.91,GlobuloBianco,0.06953021362243264
BloodImage_00003.jpeg,GlobuloRosso,459,0,80,75,3166.0,377.966,0.278494,1.06667,166.58,166.177,183.376,GlobuloRosso,0.43208576624868383
BloodImage_00003.jpeg,GlobuloRosso,546,58,30,22,394.0,85.9411,0.670354,1.36364,168.002,164.356,165.497,GlobuloRosso,0.053127263945906784
BloodImage_00003.jpeg,GlobuloRosso,539,0,67,80,3579.5,315.439,0.452067,0.8375,161.584,158.807,179.586,GlobuloRosso,0.33767112983300734
BloodImage_00003.jpeg,GlobuloRosso,269,0,46,56,1960.5,186.184,0.710711,0.821429,152.359,149.413,173.73,GlobuloBianco,0.017439931756788776
BloodImage_00003.jpeg,GlobuloRosso,31,0,80,80,5702.0,327.598,0.667659,1.0,142.515,143.32,170.085,GlobuloRosso,0.03968049471785622
BloodImage_00003.jpeg,GlobuloRosso,421,2,75,75,2567.5,436.09,0.169655,1.0,176.233,168.562,183.827,GlobuloRosso,0.6277201205222631
BloodImage_00003.jpeg,GlobuloRosso,62,55,80,80,5473.0,353.255,0.551136,1.0,147.162,144.478,171.043,GlobuloRosso,0.3766632548618219
BloodImage_00003.jpeg,GlobuloRosso,317,95,55,74,1067.5,286.35,0.1636,0.743243,175.386,167.053,183.349,GlobuloRosso,0.3729155213487264
BloodImage_00003.jpeg,GlobuloRosso,32,109,80,80,5874.5,296.669,0.838757,1.0,142.274,141.521,169.877,GlobuloRosso,0.28544122331952854
BloodImage_00003.jpeg,GlobuloRosso,324,135,80,80,2897.5,308.066,0.383659,1.0,168.472,162.822,182.489,GlobuloRosso,0.3835704011507112
BloodImage_00003.jpeg,GlobuloRosso,399,149,80,69,3936.5,264.953,0.704663,1.15942,172.931,162.988,182.506,GlobuloRosso,0.574468085106383
BloodImage_00003.jpeg,GlobuloRosso,137,209,80,46,2036.5,304.208,0.276537,1.73913,172.765,161.933,181.144,GlobuloRosso,0.06240713224368499
BloodImage_00003.jpeg,GlobuloRosso,41,187,80,80,4537.0,450.108,0.281414,1.0,153.523,153.53,175.156,GlobuloRosso,0.33507488679902475
BloodImage_00003.jpeg,GlobuloRosso,209,216,80,79,3098.0,342.309,0.332243,1.01266,170.803,163.234,186.737,GlobuloRosso,0.1885633270321361
BloodImage_00003.jpeg,GlobuloRosso,524,218,80,79,5156.5,283.439,0.806579,1.01266,180.829,165.911,182.973,GlobuloRosso,0.6245059288537549
BloodImage_00003.jpeg,GlobuloRosso,161,239,80,80,5721.0,357.882,0.561308,1.0,165.466,164.163,185.249,GlobuloRosso,0.1006974716652136
BloodImage_00003.jpeg,GlobuloRosso,447,246,80,80,6065.0,354.284,0.607207,1.0,152.72,155.126,183.135,GlobuloRosso,0.3755416466056813
BloodImage_00003.jpeg,GlobuloRosso,249,263,80,78,4598.5,315.296,0.581283,1.02564,163.211,159.512,188.721,GlobuloRosso,0.45217391304347826
BloodImage_00003.jpeg,GlobuloRosso,0,294,79,58,3665.5,265.782,0.652068,1.36207,161.213,154.768,178.351,GlobuloRosso,0.04430798868219854
BloodImage_00003.jpeg,GlobuloRosso,55,272,25,30,372.5,93.6985,0.533177,0.833333,147.029,148.438,171.538,GlobuloRosso,0.05875440658049354
BloodImage_00003.jpeg,GlobuloRosso,320,281,80,80,3887.5,320.208,0.476448,1.0,168.815,162.737,190.478,GlobuloRosso,0.5883476599808978
BloodImage_00003.jpeg,GlobuloRosso,149,300,73,80,4153.0,339.137,0.453755,0.9125,158.846,158.711,183.443,GlobuloRosso,0.03216312802186252
BloodImage_00003.jpeg,GlobuloRosso,267,314,80,49,3083.5,292.811,0.451938,1.63265,160.507,163.398,191.479,GlobuloRosso,0.2232500345160845
BloodImage_00003.jpeg,GlobuloRosso,623,361,17,49,533.5,114.527,0.511127,0.346939,155.787,153.721,177.944,Rumore,0.0
BloodImage_00003.jpeg,GlobuloRosso,0,354,80,80,5044.0,309.823,0.660323,1.0,158.372,156.067,177.829,GlobuloRosso,0.8454849498327759
BloodImage_00003.jpeg,GlobuloRosso,135,362,80,80,4809.0,333.882,0.542098,1.0,158.319,158.156,185.257,GlobuloRosso,0.14418179443646337
BloodImage_00003.jpeg,GlobuloRosso,43,386,80,80,4632.0,320.225,0.567632,1.0,156.174,151.91,176.947,GlobuloRosso,0.4197050721114892
BloodImage_00003.jpeg,GlobuloRosso,372,412,80,66,3350.5,306.752,0.447449,1.21212,169.448,165.092,191.017,GlobuloRosso,0.22004372663798574
BloodImage_00003.jpeg,GlobuloRosso,490,450,24,30,362.0,90.7696,0.552126,0.8,171.27,172.764,190.047,Rumore,0.0
BloodImage_00003.jpeg,GlobuloRosso,519,418,29,62,1573.0,178.142,0.622881,0.467742,155.672,156.254,182.095,GlobuloRosso,0.22695317681390104
BloodImage_00003.jpeg,GlobuloRosso,78,435,80,45,3476.0,246.0,0.721804,1.77778,148.172,147.828,176.112,GlobuloRosso,0.31422960185681126
BloodImage_00004.jpeg,GlobuloBianco,137,154,180,157,17422.5,677.595,0.476848,1.1465,211.417,141.672,157.498,GlobuloBianco,0.7028976495460764
BloodImage_00004.jpeg,Piastrina,474,465,11,9,49.0,31.799,0.608947,1.22222,194.667,194.794,191.794,Rumore,0.002102803738317757
BloodImage_00004.jpeg,Piastrina,439,456,4,6,10.0,13.6569,0.673765,0.666667,156.941,137.412,173.647,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,84,442,9,6,13.0,32.1421,0.158126,1.5,190.393,186.393,182.679,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,88,430,10,9,59.0,30.1421,0.816045,1.11111,180.753,184.096,179.205,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,114,421,10,10,67.0,31.3137,0.858649,1.0,173.78,180.39,177.829,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,380,408,3,11,16.5,22.2426,0.419103,0.272727,142.071,137.893,177.821,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,22,383,10,5,8.0,27.3137,0.134753,2.0,185.571,160.619,179.143,Rumore,0.007918910357934749
BloodImage_00004.jpeg,Piastrina,0,380,20,9,30.0,58.6274,0.109681,2.22222,178.228,159.947,177.825,GlobuloRosso,0.02704412462438716
BloodImage_00004.jpeg,Piastrina,325,365,7,4,11.5,15.8995,0.571664,1.75,172.842,155.316,192.737,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,331,348,29,33,177.0,133.882,0.12409,0.878788,169.004,154.464,180.349,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,420,323,10,9,55.0,31.3137,0.704861,1.11111,183.114,186.8,182.129,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,89,316,8,5,6.5,17.8995,0.254942,1.6,169.2,169.733,181.933,Rumore,0.004676174888940846
BloodImage_00004.jpeg,Piastrina,494,296,6,9,18.5,21.8995,0.484745,0.666667,160.69,161.345,180.828,Rumore,0.00677710843373494
BloodImage_00004.jpeg,Piastrina,487,290,5,8,22.0,18.4853,0.809059,0.625,154.516,159.452,178.065,Rumore,0.0050200803212851405
BloodImage_00004.jpeg,Piastrina,432,255,6,6,14.5,17.0711,0.625254,1.0,166.522,162.043,177.565,Rumore,0.004518072289156626
BloodImage_00004.jpeg,Piastrina,43,235,13,9,30.0,34.9706,0.308266,1.44444,172.587,151.848,172.478,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,465,234,10,10,50.5,30.7279,0.672101,1.0,167.169,146.354,173.492,Rumore,0.002485089463220676
BloodImage_00004.jpeg,Piastrina,0,220,8,37,151.5,80.3848,0.294629,0.216216,173.589,161.484,176.221,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,516,216,17,19,123.0,53.9411,0.531221,0.894737,159.596,126.589,158.719,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,532,212,8,12,18.0,30.1421,0.248963,0.666667,128.031,125.094,157.281,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,365,212,6,6,6.5,17.8995,0.254942,1.0,134.067,156.867,176.0,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,351,206,14,19,65.5,53.6985,0.285448,0.736842,161.191,126.472,158.292,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,539,183,10,5,16.0,24.1421,0.344968,2.0,171.63,122.111,163.444,Rumore,0.006275100401606426
BloodImage_00004.jpeg,Piastrina,637,175,3,13,11.5,26.2426,0.209842,0.230769,155.64,166.72,180.96,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,544,175,9,5,8.5,19.8995,0.26974,1.8,150.722,141.222,169.556,Rumore,0.005647590361445783
BloodImage_00004.jpeg,Piastrina,638,159,2,14,9.0,26.8284,0.157131,0.142857,163.304,173.913,183.826,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,77,134,6,6,6.0,18.4853,0.220653,1.0,165.4,140.467,169.067,Rumore,0.0030727210652099694
BloodImage_00004.jpeg,Piastrina,592,64,15,11,36.0,44.2843,0.230682,1.36364,143.327,117.709,155.745,Rumore,0.0
BloodImage_00004.jpeg,Piastrina,136,62,12,15,125.5,43.5563,0.831286,0.8,189.205,162.253,164.973,Piastrina,0.14705882352941177
BloodImage_00004.jpeg,Piastrina,592,16,5,8,15.0,22.4853,0.372825,0.625,167.538,147.808,161.692,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,0,0,80,80,4883.0,453.823,0.297936,1.0,154.545,148.328,172.487,GlobuloRosso,0.2443024697244207
BloodImage_00004.jpeg,GlobuloRosso,239,0,80,80,5192.0,327.456,0.60847,1.0,153.506,152.807,177.595,GlobuloRosso,0.09752995515094719
BloodImage_00004.jpeg,GlobuloRosso,213,0,53,63,2753.5,211.497,0.773543,0.84127,157.953,154.398,177.04,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,552,0,80,80,4735.0,295.054,0.683482,1.0,154.203,145.223,175.519,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,490,0,80,80,6231.0,313.657,0.795899,1.0,143.232,144.264,175.935,GlobuloRosso,0.026313115919943106
BloodImage_00004.jpeg,GlobuloRosso,32,20,80,80,4640.5,320.267,0.568526,1.0,163.532,157.082,176.699,GlobuloRosso,0.31264460315863596
BloodImage_00004.jpeg,GlobuloRosso,102,25,36,40,650.0,123.397,0.536431,0.9,172.286,166.429,179.408,GlobuloRosso,0.19712890335947905
BloodImage_00004.jpeg,GlobuloRosso,572,32,68,79,4449.0,258.368,0.837522,0.860759,152.698,144.217,174.501,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,420,38,79,80,5232.5,325.154,0.621928,0.9875,156.472,159.869,181.969,GlobuloRosso,0.2564935064935065
BloodImage_00004.jpeg,GlobuloRosso,5,78,80,80,5814.0,371.397,0.529673,1.0,149.675,146.874,171.862,GlobuloRosso,0.5051512130275839
BloodImage_00004.jpeg,GlobuloRosso,369,105,80,80,5330.5,416.894,0.385412,1.0,162.34,158.148,179.763,GlobuloRosso,0.17711489163365182
BloodImage_00004.jpeg,GlobuloRosso,537,131,57,80,2826.0,313.681,0.360915,0.7125,168.915,157.759,179.922,GlobuloRosso,0.41081081081081083
BloodImage_00004.jpeg,GlobuloRosso,58,207,35,17,348.0,93.4558,0.500698,2.05882,179.367,170.388,183.691,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,13,144,80,80,3648.0,433.019,0.244484,1.0,164.674,157.049,176.866,GlobuloRosso,0.31313424180922006
BloodImage_00004.jpeg,GlobuloRosso,501,168,80,80,5625.5,313.296,0.720211,1.0,159.42,153.145,178.308,GlobuloRosso,0.15396353706529595
BloodImage_00004.jpeg,GlobuloRosso,15,187,65,80,2174.5,340.492,0.235697,0.8125,170.999,168.081,182.258,GlobuloRosso,0.044133078205049074
BloodImage_00004.jpeg,GlobuloRosso,306,200,72,62,2738.0,267.054,0.482443,1.16129,160.973,160.233,183.084,GlobuloBianco,0.025623952425780083
BloodImage_00004.jpeg,GlobuloRosso,617,210,23,75,1275.0,180.426,0.492175,0.306667,162.724,158.888,180.44,Rumore,0.0
BloodImage_00004.jpeg,GlobuloRosso,105,232,71,80,3135.0,354.652,0.313215,0.8875,172.57,159.148,181.435,GlobuloRosso,0.1532042453212347
BloodImage_00004.jpeg,GlobuloRosso,461,238,80,76,3316.0,331.078,0.380157,1.05263,164.143,160.01,182.894,GlobuloRosso,0.5229835212489159
BloodImage_00004.jpeg,GlobuloRosso,30,244,80,80,5102.0,399.681,0.40135,1.0,159.56,156.826,180.118,GlobuloRosso,0.18295563916353136
BloodImage_00004.jpeg,GlobuloRosso,286,281,53,68,1514.0,253.137,0.29691,0.779412,176.073,167.899,191.623,GlobuloBianco,0.03594315306580908
BloodImage_00004.jpeg,GlobuloRosso,0,288,80,80,5672.0,296.912,0.808521,1.0,151.178,152.112,176.493,GlobuloRosso,0.8777777777777778
BloodImage_00004.jpeg,GlobuloRosso,294,320,80,80,3354.5,426.978,0.231221,1.0,169.689,168.052,192.206,Rumore,0.0006441223832528181
BloodImage_00004.jpeg,GlobuloRosso,0,343,71,50,2238.0,295.681,0.321679,1.42,162.851,162.711,179.504,GlobuloRosso,0.5499685732243872
